ID	대분류	한국어명	영문명	기준	변수 역할	사용하면 좋은 상황	GPT Image 2용 삽입 지시문	Gemini/Nano Banana 2용 삽입 지시문	추천 조합	피해야 할 조합	시각 효과	감정 효과	왜곡/실패 리스크	강도	유사어/검색어	검증 상태	분리 인덱스 필요	메모
STYLE50	화풍/스타일	니들펠트 스톱모션	Needle-felt Stop-motion	양모 펠트 인형 코마촬영	화풍 변수	포근한 수공예 풍자, 인물 펠트 인형화	Render as needle-felted wool stop-motion: fuzzy fibrous wool texture, soft handmade puppet forms, visible felt fibers, slightly jerky frame-by-frame motion.	needle-felt wool animation, fuzzy fibrous texture, handmade felt puppet, soft stop-motion	코믹 연기 + 단순 배경 + LIGHT15	실사 물리 요구 씬	양모 펠트 질감	정감, 수공예 유머	모션 일관성 리스크	Strong	needle felting, wool stop motion	리서치⚪(260613) — 미실측	아니오	클레이(STYLE15)와 질감 구분: 점토X·보송한 양모O. 영상 중심
STYLE51	화풍/스타일	종이오림·키리가미 콜라주	Paper-cutout / Kirigami Collage	층층 종이 오림 콜라주	화풍 변수	그림자극·전래동화 톤 풍자, 평면 레이어 연출	Render as a layered paper-cutout collage: stacked construction-paper shapes with cast paper shadows, torn and scissor-cut edges, flat tactile depth.	paper cutout collage, layered construction paper, cast paper shadows, torn scissor-cut edges, flat tactile	플랫 색면 + 측광 그림자	포토리얼	층층 종이 그림자	소박, 우화	정밀 디테일 불가	Normal/Strong	paper cutout, kirigami, collage	리서치⚪(260613) — 미실측	아니오	KV-24(종이 스톱모션)의 이미지판 정본. 시작프레임 경유로 영상화
STYLE52	화풍/스타일	리뉴 클레르 유럽만화	Ligne Claire (European Comic)	균일선·평면 유럽 만화	화풍 변수	유럽 BD풍 풍자, 깔끔한 모험·시사 만화	Render in ligne-claire European comic style: uniform clean black outlines of even weight, flat unshaded local colors, clear readable backgrounds, no hatching.	ligne claire, clear line european comic, uniform even outlines, flat unshaded colors, clean readable	플랫 색면 + LIGHT03	하드 명암·그레인	균일선 평면 만화	명료, 고전 만화	음영 부재로 입체감 약화	Normal	ligne claire, franco-belgian comic	리서치⚪(260613) — 미실측	아니오	특정 작가(에르제 등) 캐릭터 IP 회피 — 균일선 기법만. 웹툰(STYLE16)·코믹(KV-14)과 구분
STYLE53	화풍/스타일	스크린톤 흑백만화	Screentone Manga (B&W)	망점 톤 흑백 극화	화풍 변수	흑백 만화 컷 풍자, 잡지 연재 톤	Render as black-and-white screentone manga: crisp ink linework, dot-pattern screentone shading, dramatic speed lines, high-contrast monochrome paneling.	black and white manga, screentone dot shading, crisp ink lines, speed lines, monochrome comic panel	속도선 + S07~S08	풀컬러 화풍	망점 톤 흑백	연재만화 긴장	망점 모아레 위험	Normal/Strong	screentone, manga shading, monochrome comic	리서치⚪(260613) — 미실측	아니오	웹툰(STYLE16, 컬러)·극화 B(STYLE24)와 구분: 흑백 망점톤 핵심. 일반 망점 기법만
STYLE54	화풍/스타일	그래픽노블 잉크워시	Gritty Graphic-novel Ink-wash	거친 잉크 워시 극화	화풍 변수	누아르 그래픽노블 풍자, 묵직한 범죄·고발 톤	Render as a gritty graphic-novel page: heavy black ink washes, rough brushed spotting, high-contrast noir shadows, raw expressive linework, muted spot color.	graphic novel ink wash, heavy black spotting, rough brush ink, noir high contrast, raw expressive lines	STYLE06(누아르) + LIGHT14 + 극화 B(STYLE24)	파스텔·하이키	거친 잉크 묵직 음영	고발, 묵직	어둠부 형태 소실	Strong	graphic novel, noir ink wash, sin city style	리서치⚪(260613) — 미실측	아니오	특정 작품(신 시티 등) 직접 모방 회피 — 잉크워시 기법만. 노뮤트 B화풍 친족
STYLE55	화풍/스타일	인상주의	Impressionism	깨진 붓터치·빛 포착 회화	화풍 변수	순간의 빛·분위기, 야외 일상·풍경 풍자 톤	Paint in Impressionist style with short broken visible brushstrokes, unblended dabs of pure color, dappled natural light, and a loose plein-air atmosphere.	impressionist painting, short broken brushstrokes, unblended pure color dabs, dappled light, plein air, loose	자연광(LIGHT01·03) + S04~S06	하드 그래픽·네온	빛의 진동·붓터치 분해	순간성, 화사	근접 시 형태 거칠어짐	Normal/Strong	impressionism, plein air, broken color	리서치✅(260613)	아니오	특징=팔레트 혼색X·시각 광학혼합O(검증). 점묘(STYLE56)와 구분: 점X·짧은 획O
STYLE56	화풍/스타일	점묘(신인상주의)	Pointillism / Divisionism	순색 점 광학혼합 기법	화풍 변수	양식미·과학적 색채 풍자, 거리감 있는 군중 묘사	Render with pointillist technique: the entire image built from thousands of small distinct dots of pure unmixed complementary color that optically blend at a distance.	pointillism, divisionism, thousands of distinct pure-color dots, optical color mixing, complementary dots	S01~S05(원경 광학혼합 유리) + LIGHT01	타이트 클로즈업	순색 점 집합·광학혼합	정연함, 과학적 거리두기	근접·세부 디테일 소실	Strong	pointillism, seurat technique, divisionism	리서치✅(260613)	아니오	IP: 특정 작품 구도 회피·점묘 기법만. 인상주의(STYLE55)와 구분: 짧은 획X·균일 점O(검증)
STYLE57	화풍/스타일	후기인상주의 임파스토	Post-Impressionist Impasto	두꺼운 소용돌이 붓자국 회화	화풍 변수	정서 고조·내면 격동 톤, 표현적 풍경	Paint in a Post-Impressionist manner with thick swirling impasto strokes, expressive directional brushwork, heightened symbolic color, and dynamic textured surface.	post-impressionist, thick swirling impasto, expressive directional brushwork, heightened color, textured	렘브란트 조명(LIGHT10) + 야경/하늘	플랫 그래픽·벡터	소용돌이 임파스토	격정, 표현적	특정 작품 직접 모방 위험	Strong	post-impressionism, swirling impasto, expressive brushwork	리서치✅(260613)	아니오	유화(STYLE18)와 구분: 정적 임파스토X·소용돌이 동세O. IP: 특정 작품(별이 빛나는 밤 등) 직접 복제 금지·기법만
STYLE58	화풍/스타일	표현주의 회화	Expressionist Painting	왜곡 형태·비자연 색 감정화	화풍 변수	불안·고발·심리 격동 풍자(다리파 결)	Render as German Expressionist painting: distorted forms, jagged bold outlines, non-naturalistic emotional color, harsh angular brushwork, anxious psychological intensity.	expressionist painting, distorted forms, jagged bold outlines, non-naturalistic color, harsh angular brushwork	누아르(STYLE06)·H06(더치) + LIGHT14	파스텔·잔잔한 자연주의	왜곡·비자연 색	불안, 격정	얼굴 왜곡으로 식별 저하	Strong	german expressionism, die brucke, distorted painting	리서치✅(260613)	아니오	특징=형태 왜곡+감정 색(검증). 사회 불안·심리 고발 풍자
STYLE59	화풍/스타일	입체주의(분석적)	Analytical Cubism	다시점 기하 파편 분해	화풍 변수	'다면적 진실'·복잡 구조 풍자, 양식 거리두기	Render in Analytical Cubist style: the subject fragmented into intersecting geometric facets seen from multiple viewpoints at once, shallow compressed space, muted gray-brown-ochre palette.	analytical cubism, fragmented geometric facets, multiple simultaneous viewpoints, shallow space, muted gray brown palette	S05~S08 + LIGHT03	포토리얼·풀컬러	다시점 파편 분해	분석적, 난해함	인물 식별 강하게 약화	Strong	analytical cubism, faceted, multiple viewpoint	리서치✅(260613)	아니오	IP: 특정 작가 작품 회피·분석적 입체파 기법만(다시점·뮤트 팔레트=검증). '한 인물 안 여러 얼굴' 풍자
STYLE60	화풍/스타일	초현실주의	Surrealism	꿈 논리 정밀 환영	화풍 변수	부조리·이면 폭로 풍자, 꿈같은 시사 비유	Render as illusionistic Surrealism: dreamlike impossible juxtapositions rendered with crisp photoreal precision, vast empty landscapes, uncanny scale shifts, long shadows.	surrealist painting, dreamlike impossible juxtaposition, crisp illusionistic detail, vast empty landscape, uncanny scale	매트페인팅(STYLE44) + LIGHT16	다큐·사실 보도 톤	정밀 환영·부조리 병치	기묘, 무의식	상징 과밀 시 산만	Strong	surrealism, dreamlike, dali-esque illusionism	리서치✅(260613)	아니오	IP: 특정 작가 모티프(녹는 시계 등) 직접 복제 회피·환영적 초현실 기법만. 이중노출(STYLE48)과 구분: 겹침X·병치O
STYLE61	화풍/스타일	야수파	Fauvism	비자연 순색 거친 붓터치	화풍 변수	강렬·해방적 색면 풍자, 양식적 인물화	Render in Fauvist style: wild non-naturalistic colors straight from the tube, simplified bold forms, loose energetic visible brushstrokes, flattened space, vivid clashing hues.	fauvism, wild non-naturalistic color, bold simplified forms, loose energetic brushstrokes, vivid clashing hues	S04~S06 + 강한 보색	뮤트 자연주의	비자연 순색 폭발	활력, 해방	피부톤 비현실화	Strong	fauvism, les fauves, wild color	리서치✅(260613)	아니오	표현주의(STYLE58)와 구분: 왜곡 약함·순색 해방감 강함. IP: 작가 작품 회피·야수파 색채 기법만
STYLE62	화풍/스타일	데스틸·신조형주의	De Stijl / Neoplasticism	원색·흑선 격자 추상	화풍 변수	극단 단순화·질서/통제 풍자, 모던 도식	Render in De Stijl Neoplastic style: composition of thick black horizontal and vertical lines forming rectangles filled with flat primary red, yellow, blue, plus white and gray, no curves.	de stijl, neoplasticism, thick black grid lines, rectangular blocks, flat primary red yellow blue, white gray	플랫 인포(STYLE28) + LIGHT15	자연주의·곡선	직교 격자 원색	질서, 절제	인물 거의 추상화 불가	Strong	mondrian style, neoplasticism, grid composition	리서치✅(260613)	아니오	IP: 특정 작가 고유 작품 그리드 복제 회피·신조형 원리(직교 흑선+3원색=검증)만. 구성주의(STYLE36)와 구분: 대각선X·직교O
STYLE63	화풍/스타일	옵아트	Op Art	기하 패턴 시지각 착시	화풍 변수	'어지러운 정국'·현기증 메타포 풍자	Render as Op Art: precise high-contrast black-and-white geometric patterns producing optical vibration, moiré shimmer, and an illusion of movement and warping across a flat surface.	op art, optical illusion, high-contrast black and white geometric pattern, moire vibration, illusory movement	플랫 + S04~S05	소프트 사진 질감	착시 진동·모아레	현기증, 불안정	얼굴·디테일 표현 어려움	Strong	op art, optical art, moire pattern	리서치✅(260613)	아니오	IP: 특정 작가 작품 회피·옵아트 시지각 기법만(고대비 패턴 진동=검증). 정신없는 사태 시각화 풍자
STYLE64	화풍/스타일	한국 민화(까치호랑이·책거리)	Korean Minhwa Folk Painting	조선 민화 평면 길상화	화풍 변수(한국)	한국 시사 풍자 고유 톤, 권위 희화화(우스꽝 호랑이)	Render as Korean minhwa folk painting: bold black ink outlines, flat bright mineral colors on blank background, naive lively forms, comical dignified-vs-goofy juxtaposition, auspicious symbolic motifs.	korean minhwa, folk painting, bold black ink outlines, flat bright mineral colors, blank background, naive lively, hojakdo	웹툰(STYLE16)·플랫 색면 + LIGHT15	포토리얼·하드 명암	평면 길상 민화	해학, 친근, 풍자 거리두기	정밀 디테일·원근 부재	Strong	minhwa, hojakdo, chaekgeori, korean folk art	리서치✅(260613)	아니오	한국 풍자 고유 가치 — 권위를 우스꽝 호랑이로(검증: 호랑이=골계·까치=위엄). 우키요에(STYLE20)와 구분: 한국 민화 양식
STYLE65	화풍/스타일	진경산수(동양화)	True-view Landscape (Jingyeong)	조선 실경 수묵담채	화풍 변수(한국)	한국 산하 배경 풍자 무대, 전통 권위 톤	Render as Korean jingyeong true-view ink landscape: bold textured brushwork for craggy granite peaks, light watercolor wash, atmospheric mist, vast composition of real Korean mountains and rivers.	jingyeong true-view landscape, korean ink wash, bold textured brushwork, craggy peaks, light color wash, misty	안개 환경 + S01~S03 + M04(slow)	네온·하드 그래픽	실경 수묵담채	웅혼, 전통	인물은 작게·디테일 부차	Normal/Strong	jingyeong sansu, true-view landscape, korean ink	리서치✅(260613)	아니오	수묵(STYLE19)과 구분: 추상 여백X·실경 사실+담채O(검증). 한국 산하 배경 무대. IP: 특정 작가 작품 회피·기법만
STYLE66	화풍/스타일	조선 풍속화(김홍도·신윤복 화풍)	Joseon Genre Painting (Pungsokhwa)	조선 풍속 인물 군상	화풍 변수(한국)	서민 일상·세태 풍자 정본, 해학적 군상	Render as Joseon-era pungsokhwa genre painting: light watercolor on Korean paper, casual confident ink linework, everyday people of all classes in lively candid scenes, subtle humor, unfussy color.	joseon genre painting, pungsokhwa, light watercolor on hanji, casual ink linework, candid everyday figures, subtle humor	S04~S06 + 자연광	네온·고채도	담채 풍속 군상	해학, 세태 관찰	얼굴 개별 식별 약함	Normal	pungsokhwa, kim hong-do style, joseon genre	리서치✅(260613)	아니오	세태 풍자 정본(검증: 전 계층 일상·은근한 해학). IP: 작가 고유 작품 회피·풍속화 기법만. 민화(STYLE64)와 구분: 길상상징X·일상 군상O
STYLE67	화풍/스타일	고구려 고분벽화	Goguryeo Tomb Mural	고대 벽화 옆모습 위계	화풍 변수(한국)	고대·서사적 권위 풍자, 신분 위계 시각화	Render as a Goguryeo tomb mural: bold flowing contour lines, vivid mineral colors (black, red, ochre, blue-green) on aged plaster, figures in dynamic profile, hierarchical scale by rank, four-deity motifs.	goguryeo tomb mural, ancient korean wall painting, bold flowing outlines, vivid mineral pigment, profile figures, hierarchical scale, aged plaster	S03~S06 + LIGHT03	포토리얼·네온	고대 벽화 위계	장엄, 고대 권위	얼굴 양식화로 식별 저하	Strong	goguryeo mural, ancient tomb painting, korean fresco	리서치✅(260613)	아니오	특징=옆모습+신분에 따른 크기 위계(검증). 권력 위계 풍자에 고유 가치. 이집트 벽화(STYLE69)와 친족이나 한국 고대 양식
STYLE68	화풍/스타일	불화·탱화	Korean Buddhist Painting (Taenghwa)	금니 채색 불화 도상	화풍 변수(한국)	'성역화·우상화' 풍자, 장엄 후광 패러디	Render as Korean Buddhist taenghwa: richly detailed iconographic figures with gold-pigment halos and robe outlines, deep mineral reds and blues, radiant otherworldly aura, symmetrical sacred composition.	korean buddhist painting, taenghwa, gold pigment halo, mineral red and blue, radiant sacred aura, symmetrical iconography	백라이트 글로우(LIGHT16) + 대칭	거친 그런지·캐주얼	금니 후광 도상	신성화(풍자), 장엄	인물 도식화로 닮음 약화	Strong	taenghwa, korean buddhist scroll, gold halo painting	리서치✅(260613)	아니오	스테인드글라스(STYLE41)·이콘(STYLE70)과 구분: 한국 불화 도상. 인물 성역화 풍자 — 금니 후광(검증). AI 표기(§8) 권장
STYLE69	화풍/스타일	이집트 벽화	Ancient Egyptian Wall Painting	복합 옆모습·레지스터	화풍 변수	'영원화·기념비화' 풍자, 위계 도식	Render as ancient Egyptian wall painting: composite profile figures (head and legs in profile, eye and torso frontal), flat color fields, crisp contour lines, horizontal registers, hierarchical scale.	egyptian wall painting, composite profile figures, flat color fields, crisp contours, horizontal registers, hierarchical scale	플랫 색면 + S05~S07 + LIGHT15	포토리얼·소프트 그라데이션	복합 옆모습 레지스터	영속, 권위 도식	자세 경직·식별 양식화	Strong	egyptian art, composite view, hieroglyphic register	리서치✅(260613)	아니오	특징=신체 부위별 최적 각도 조합+레지스터+크기 위계(검증). 권력 영원화 풍자. 고구려(STYLE67)와 친족
STYLE70	화풍/스타일	비잔틴 이콘	Byzantine Icon	금박 평면 정면 이콘	화풍 변수	'성상화·숭배 대상화' 풍자, 권위 신격화 패러디	Render as a Byzantine icon: flat gold-leaf background, frontal elongated solemn figure, gilded halo, egg-tempera layered modeling from dark to light, stylized drapery folds, no naturalistic depth.	byzantine icon, flat gold leaf background, frontal elongated solemn figure, gilded halo, egg tempera modeling, stylized drapery	금박 배경 + 대칭 + LIGHT16	자연주의 원근	금박 정면 성상	숭배(풍자), 엄숙	표정·입체 양식화	Strong	byzantine icon, gold leaf, orthodox iconography	리서치✅(260613)	아니오	모자이크(STYLE42)와 구분: 타일X·계란템페라 평면 도색O(검증). 인물 신격화 풍자. 탱화(STYLE68)·이콘은 도상 계통 다름
STYLE71	화풍/스타일	중세 채식 필사본	Medieval Illuminated Manuscript	금박 장식 필사본 도해	화풍 변수	'성전·기록물화' 풍자, 권위 고문서 패러디	Render as a medieval illuminated manuscript page: gold-leaf raised initials and borders, flat jewel-toned mineral colors on vellum, decorated foliate margins, naive figures, gothic script blocks.	illuminated manuscript, gold leaf initials and borders, flat jewel mineral colors, vellum texture, foliate margins, gothic script	라벨 따옴표 + S05~S07	포토리얼·네온	금박 장식 필사 도해	권위 고문서(풍자), 격식	글자·라틴 정확도 한계	Normal/Strong	illuminated manuscript, medieval gilt, vellum illustration	리서치✅(260613)	아니오	특징=금박 이니셜/테두리+양피지(검증). 정지 포맷(글자) — 영상은 KV-23 시작프레임 경유. 라틴/장식글자 후반 자막 권장
STYLE72	화풍/스타일	페르시아·인도 세밀화	Persian / Indian Miniature	보석빛 평면 세밀화	화풍 변수	이국·서사 양식 풍자, 위계 인물 군상	Render as a Persian miniature: flat jewel-like saturated colors (lapis blue, gold), figures in profile casting no shadows, fine delicate linework, stacked non-perspective space, intricate ornamental detail.	persian miniature, indian miniature, flat jewel colors, lapis and gold, profile figures no shadows, fine linework, stacked perspective	대칭/위계 구도 + S04~S06	하드 명암·원근	보석빛 평면 세밀	이국, 서사 양식	그림자 부재·원근 평면	Normal/Strong	persian miniature, mughal miniature, jewel color	리서치✅(260613)	아니오	특징=무그림자+적층 비원근+세필(검증). 이집트(STYLE69)와 구분: 옆모습 위계 공유하나 보석빛 세밀·장식 과밀
STYLE73	화풍/스타일	단청 패턴	Dancheong Pattern	한국 단청 오방색 장식	화풍 변수(한국)	한국 전통 장식 톤, 의례·권위 색채 풍자	Render with Korean dancheong decoration: five cardinal colors (red, blue, yellow, black, white) in symmetric ornamental patterns, alternating warm-cool color contrast, crisp outlines, flat lacquered look.	dancheong, korean temple decoration, five cardinal colors red blue yellow black white, symmetric ornamental pattern, warm-cool alternation, flat lacquered	대칭 구도 + LIGHT15	뮤트·자연주의	오방색 장식 패턴	전통 의례, 화려	인물보다 장식 위주	Normal	dancheong, korean temple colors, obangsaek	리서치✅(260613)	아니오	특징=오방색+한난 교차 대비(검증). 배경/프레임 장식·의례 권위 풍자에. 인물 화풍보다 장식 레이어
STYLE74	화풍/스타일	아르누보 일러스트	Art Nouveau Illustration	유려 곡선·장식 평면	화풍 변수	우아·세기말 양식 풍자, 포스터 패러디	Render as an Art Nouveau illustration: long sinuous whiplash curves, flat decorative color fields, ornate botanical framing, elegant outlined figures, symmetrical poster composition.	art nouveau, sinuous whiplash curves, flat decorative color, ornate botanical frame, elegant outlined figures, poster composition	대칭 포스터 + S04	거친 그런지·노이즈	유려 곡선 장식	우아, 세기말	곡선 과밀 시 산만	Normal	art nouveau, mucha-style poster, whiplash line	리서치✅(260613)	아니오	특징=휘플래시 S곡선+식물 장식 평면(검증). IP: 특정 작가 고유 인물 회피·아르누보 기법만. 아르데코(STYLE37)와 구분: 기하X·유기 곡선O
STYLE75	화풍/스타일	스크래치보드	Scratchboard / Scraperboard	흑면 긁어낸 백선 판각	화풍 변수	정밀 흑백 초상 풍자, 신문 삽화 변종	Render as scratchboard art: fine white lines and stippling scratched out of a solid black ink surface, dense engraved texture, crisp high-contrast white-on-black detail.	scratchboard, scraperboard, white scratched lines on solid black, fine engraved stippling, high contrast white on black	신문 인쇄톤 + S06~S08	소프트 그라데이션	긁어낸 백선 판각	정밀, 신랄	선 과밀 시 뭉개짐	Strong	scratchboard, scraperboard, engraving illustration	리서치✅(260613)	아니오	크로스해치(STYLE31)와 구분: 흑지에 백선 긁기O(검증·반전 관계). 목탄(STYLE30)과도 구분: 건식 긁기. 정밀 보도 초상
STYLE76	화풍/스타일	실루엣 그림자극	Silhouette / Shadow-puppet	배면광 흑색 오림 실루엣	화풍 변수	우화·전래 그림자극 풍자, 익명화 연출	Render as silhouette shadow-puppet art: solid black cut-out figures against a luminous backlit background, expressive outlines and gestures only, no facial features, theatrical articulated poses.	silhouette shadow puppet, solid black cut-out figures, luminous backlit background, expressive outline only, no facial detail, theatrical pose	백라이트(LIGHT13·16) + 측면 구도	디테일 클로즈업	배면광 흑색 실루엣	우화, 익명성	얼굴 식별 불가(의도적)	Strong	silhouette animation, shadow puppet, backlit cutout	리서치✅(260613)	아니오	특징=배면광+흑색 오림 윤곽 연기(검증). 인물 익명화·그림자극 우화 풍자. 종이오림(STYLE51)과 구분: 색면X·역광 실루엣O
STYLE77	화풍/스타일	포토몽타주 콜라주	Photomontage Collage	사진 오림 재조합	화풍 변수	부조리·권력 비판 풍자(다다 결), 미디어 절단	Render as a Dada-style photomontage: cut-and-pasted photographic fragments at clashing scales and angles, visible torn seams, mixed grayscale and color clippings, collaged text scraps, disjunctive juxtaposition.	photomontage collage, cut and pasted photographic fragments, clashing scales, visible torn seams, mixed clippings, disjunctive juxtaposition	플랫 + 따옴표 텍스트 조각	소프트 사실 통합	사진 절단 재조합	부조리, 비판	정밀 통합감 부재(의도적)	Strong	photomontage, dada collage, hannah hoch style	리서치✅(260613)	아니오	특징=가시적 이음매+크기 충돌 사진 절단(검증). 종이오림(STYLE51)과 구분: 사진 클리핑O. 정지 포맷 — 영상은 KV-23 경유. IP: 작가 작품 회피·기법만
STYLE78	화풍/스타일	샌드 애니메이션	Sand Animation	배면광 모래 명암화	화풍 변수	유동적 변형·서사 전환 풍자, 시적 톤	Render as backlit sand animation art: image drawn in dark sand on a luminous glass surface, high-contrast silhouettes and soft gradients, granular texture, fluid forms mid-metamorphosis.	sand animation, dark sand on luminous backlit glass, high-contrast silhouette, granular texture, soft gradient, fluid metamorphosis	백라이트 + S04~S06 + M04(slow)	하드 컬러·디테일	배면광 모래 명암	시적, 유동	정밀 디테일 불가	Strong	sand animation, sand art, backlit grain	리서치✅(260613)	아니오	특징=배면광+모래 입자 명암+변형(검증). 실루엣(STYLE76)과 구분: 입자 그라데이션O. 영상=모핑 본체(09 KV-37 참조)
